parent_name,parent_smiles,child_name,child_smiles,enzymes,origin,source
N‐(2‐methoxyphenyl)hydroxylamine,COc1ccccc1NO,"NÃ¢â‚¬Â(2Ã¢â‚¬Âmethoxyphenyl)hydroxylamine, O-acetyl",COc1ccccc1NOC(C)=O,NAT1,N‐(2‐methoxyphenyl)hydroxylamine,MetXBioDB
isoniazid,NNC(=O)c1ccncc1,isoniazid N-acetyl,CC(O)=NNC(=O)c1ccncc1,NAT2,isoniazid,MetXBioDB
hydralazine,NN=c1[nH]ncc2ccccc12,hydralazine N-acetyl,CC(O)=NNc1nncc2ccccc12,NAT,hydralazine,MetXBioDB
mesalazine,Nc1ccc(O)c(C(=O)O)c1,"mesalazine, N-acetyl",CC(O)=Nc1ccc(O)c(C(=O)O)c1,NAT,mesalazine,MetXBioDB
Sulfapyridine,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,"Sulfapyridine, N-acetyl",CC(O)=Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,NAT,Sulfapyridine,MetXBioDB
4-aminobenzoate,Nc1ccc(C(=O)[O-])cc1,4-acetylaminobenzoate,CC([O-])=Nc1ccc(C(=O)O)cc1,NAT,4-aminobenzoate,MetXBioDB
4-amino-3-methylbenzoic acid,Cc1cc(C(=O)O)ccc1N,,CC(O)=Nc1ccc(C(=O)O)cc1C,NAT1; NAT2,4-amino-3-methylbenzoic acid,MetXBioDB
"2,3-dimethylaniline",Cc1cccc(N)c1C," 2,3Ã¢â‚¬Âdimethylacetanilide",CC(O)=Nc1cccc(C)c1C,NAT1; NAT2,"2,3-dimethylaniline",MetXBioDB
"2,4-dimethylaniline",Cc1ccc(N)c(C)c1," 2,4Ã¢â‚¬Âdimethylacetanilide",CC(O)=Nc1ccc(C)cc1C,NAT1; NAT2,"2,4-dimethylaniline",MetXBioDB
"2,5-dimethylaniline",Cc1ccc(C)c(N)c1," 2,5Ã¢â‚¬Âdimethylacetanilide",CC(O)=Nc1cc(C)ccc1C,NAT1; NAT2,"2,5-dimethylaniline",MetXBioDB
2-(4-aminobenzamido)pyridine,Nc1ccc(C(=O)Nc2ccccn2)cc1,4Ã¢â‚¬ÂacetamidoÃ¢â‚¬ÂNÃ¢â‚¬Â(pyridinÃ¢â‚¬Â2Ã¢â‚¬Âyl)benzamide,CC(O)=Nc1ccc(C(=O)Nc2ccccn2)cc1,GST,2-(4-aminobenzamido)pyridine,MetXBioDB
(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,O=C(O)C(Br)Cc1ccc([N+](=O)[O-])cc1,2-(glutathion-S-yl)-3-(4-nitrophenyl)propanoic acid,N[C@@H](CCC(O)=N[C@@H](CSC(Cc1ccc([N+](=O)[O-])cc1)C(=O)O)C(O)=NCC(=O)O)C(=O)O,GST,(+)-2-bromo-3-(4-nitrophenyl)propanoic acid,MetXBioDB
"1,3,5-trinitrobenzene",O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,"S-(2,4,6-trinitrocyclohexa-2,5-dien-1-yl)glutathione",N[C@@H](CCC(O)=N[C@@H](CSC1C([N+](=O)[O-])=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,GSTA1,"1,3,5-trinitrobenzene",MetXBioDB
"1-chloro-2,3-dinitrobenzene",O=[N+]([O-])c1cccc(Cl)c1[N+](=O)[O-],"S-(2,3-dinitrophenyl)glutathione",N[C@@H](CCC(O)=N[C@@H](CSc1cccc([N+](=O)[O-])c1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,GST,"1-chloro-2,3-dinitrobenzene",MetXBioDB
"1-chloro-2,4-dinitrobenzene",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,"S-(2,4-dinitrophenyl)glutathione",N[C@@H](CCC(O)=N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,GST,"1-chloro-2,4-dinitrobenzene",MetXBioDB
"1-Chloro-2,4-dinitrobenzene",O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,,NC(CCC(O)=NC(CSC1(Cl)C=CC([N+](=O)[O-])C=C1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,GST,"1-Chloro-2,4-dinitrobenzene",MetXBioDB
Pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,Pefloxacin O-glucuronide,CCn1cc(C(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,GST,Pefloxacin,MetXBioDB
Brodifacoum,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,Brodifacoum O-glucuronide,O=C(O)[C@H]1OC(Oc2c(C3CC(c4ccc(-c5ccc(Br)cc5)cc4)Cc4ccccc43)c(=O)oc3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,UGT,Brodifacoum,MetXBioDB
Nornalmefene,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3)[C@H]1O5,Nornalmefene O-glucuronide,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)c5c4[C@@]2(CCN3)[C@H]1O5,UGT,Nornalmefene,MetXBioDB
Prechrysophanol,Cc1cc(O)c2c(O)c3c(cc2c1)CC[C@@H](O)C3,Prechrysophanol O-glucuronide,Cc1cc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2c(O)c3c(cc2c1)CC[C@@H](O)C3,UGT,Prechrysophanol,MetXBioDB
Lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Lumiracoxib O-glucuronide,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c1,UGT,Lumiracoxib,MetXBioDB
4-Hydroxy-alpha-thujone,CC(C)[C@]12CC(=O)[C@@](C)(O)[C@H]1C2,"alpha-thujone, 4-O-glucuronide",CC(C)[C@@]12C[C@@H]1[C@](C)(O)C(=O)[C@H]2OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,4-Hydroxy-alpha-thujone,MetXBioDB
Scutellarein,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,Scutellarein 7-O-glucuronide,O=C(O)[C@H]1OC(Oc2cc3oc(-c4ccc(O)cc4)cc(=O)c3c(O)c2O)[C@H](O)[C@@H](O)[C@@H]1O,UGT,Scutellarein,MetXBioDB
Desogestrel,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,Desogestrel 17-O-glucuronide,C#C[C@]1(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC,UGT,Desogestrel,MetXBioDB
3-Iodobenzoic acid,O=C(O)c1cccc(I)c1,3-Iodobenzoyl glyucuronide,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1cccc(I)c1,UGT,3-Iodobenzoic acid,MetXBioDB
4-Iodobenzoic acid,O=C(O)c1ccc(I)cc1,4-Iodobenzoyl glyucuronide,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(I)cc1,UGT,4-Iodobenzoic acid,MetXBioDB
Oxoprenolol,C=CCOc1ccccc1OCC(O)CNC(C)C,Oxprenolol glucuronide,C=CCOc1ccccc1OCC(CNC(C)C)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,Oxoprenolol,MetXBioDB
Zomepirac,Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,Zomepirac O-glucuronide,Cc1cc(CC(=O)OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)n(C)c1C(=O)c1ccc(Cl)cc1,UGT,Zomepirac,MetXBioDB
Clioquinol,Oc1c(I)cc(Cl)c2cccnc12,Clioquinol O-glucuronide,O=C(O)[C@H]1OC(Oc2c(I)cc(Cl)c3cccnc23)[C@H](O)[C@@H](O)[C@@H]1O,UGT,Clioquinol,MetXBioDB
Quinotolast,O=c1c(C(O)=Nc2nn[nH]n2)cc(Oc2ccccc2)c2ccccn12,Quinotolast N-glucuronide,O=C(N=c1nnn(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)[nH]1)c1cc(Oc2ccccc2)c2ccccn2c1=O,UGT,Quinotolast,MetXBioDB
RG12525,c1ccc(-c2nn[nH]n2)c(COc2ccc(OCc3ccc4ccccc4n3)cc2)c1,RG12525 N2-glucuronide,O=C(O)[C@H]1OC(n2nnc(-c3ccccc3COc3ccc(OCc4ccc5ccccc5[nH+]4)cc3)n2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A1; UGT2B7,RG12525,MetXBioDB
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide B,COc1cc2c(cc1OC)-c1c(c(=Nc3cccc(F)c3)[nH]n1C1OC(C(=O)O)C(O)C(O)C1O)C2,UGT1A9,JNJ-10198409,MetXBioDB
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide C,COc1cc2c(cc1OC)-c1[n-]n(C3OC(C(=O)O)C(O)C([OH2+])C3O)c(=[NH+]c3cccc(F)c3)c1C2,UGT,JNJ-10198409,MetXBioDB
JNJ-10198409,COc1cc2c(cc1OC)-c1[nH][nH]c(=Nc3cccc(F)c3)c1C2,JNJ-10198409 N-glucuronide C,COc1cc2c(cc1OC)-c1[nH]nc(N(c3cccc(F)c3)C3OC(C(=O)O)C(O)C(O)C3O)c1C2,UGT1A4; UGT1A9,JNJ-10198409,MetXBioDB
Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Midazolam N-glucuronide,Cc1n2c(c[n+]1C1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)CN=C(c1ccccc1F)c1cc(Cl)ccc1-2,UGT1A4,Midazolam,MetXBioDB
Afloqualone,Cc1ccccc1-n1c(CF)nc2ccc(N)cc2c1=O,Afloqualone N-glucuronide,Cc1ccccc1-n1c(CF)nc2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2c1=O,UGT1A4,Afloqualone,MetXBioDB
N-Acetylbenzidine,CC(O)=Nc1ccc(-c2ccc(N)cc2)cc1,"N-Acetylbenzidine, N-glucuronide",CC(O)=Nc1ccc(-c2ccc(NC3OC(C(=O)O)C(O)C(O)C3O)cc2)cc1,UGT1A1; UGT1A4; UGT1A9,N-Acetylbenzidine,MetXBioDB
retigabine,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1N,retigabine N2-glucuronide,CCOC(O)=Nc1ccc(NCc2ccc(F)cc2)cc1NC1OC(C(=O)O)C(O)C(O)C1O,UGT1A1; UGT1A9,retigabine,MetXBioDB
Desmethylclozapine,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,Desmethylclozapine N-glucuronide,O=C(O)C1OC(N2CCN(C3=Nc4cc(Cl)ccc4Nc4ccccc43)CC2)C(O)C(O)C1O,UGT1A3,Desmethylclozapine,MetXBioDB
Desipramine,CNCCCN1c2ccccc2CCc2ccccc21,Desipramine N-glucuronide,CN(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Desipramine,MetXBioDB
Diphenylamine,c1ccc(Nc2ccccc2)cc1,Diphenylamine N-glucuronide,O=C(O)C1OC(N(c2ccccc2)c2ccccc2)C(O)C(O)C1O,UGT1A3,Diphenylamine,MetXBioDB
Promethazine,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,Promethazine N-glucuronide,CC(CN1c2ccccc2Sc2ccccc21)[N+](C)(C)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Promethazine,MetXBioDB
Diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,Diphenhydramine N-glucuronide,C[N+](C)(CCOC(c1ccccc1)c1ccccc1)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Diphenhydramine,MetXBioDB
Loxepine,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,Loxepine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,UGT1A3,Loxepine,MetXBioDB
Clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,UGT1A3,Clozapine,MetXBioDB
Ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,Ketotifen N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,UGT1A3,Ketotifen,MetXBioDB
Chlorpromazine,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,Chlorpromazine N-glucuronide,C[N+](C)(CCCN1c2ccccc2Sc2ccc(Cl)cc21)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Chlorpromazine,MetXBioDB
Doxepin,CN(C)CC/C=C1\c2ccccc2COc2ccccc21,Doxepin N-glucuronide,C[N+](C)(CC/C=C1\c2ccccc2COc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Doxepin,MetXBioDB
Tripelennamine,CN(C)CCN(Cc1ccccc1)c1ccccn1,Tripelennamine N-glucuronide,C[N+](C)(CCN(Cc1ccccc1)c1ccccn1)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Tripelennamine,MetXBioDB
Cyproheptadine,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,Cyproheptadine N-glucuronide,C[N+]1(C2OC(C(=O)O)C(O)C(O)C2O)CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,UGT1A3,Cyproheptadine,MetXBioDB
Imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,Imipramine N-glucuronide,C[N+](C)(CCCN1c2ccccc2CCc2ccccc21)C1OC(C(=O)O)C(O)C(O)C1O,UGT1A3,Imipramine,MetXBioDB
Nirvanol,CCC1(c2ccccc2)N=C(O)N=C1O,Nirvanol N-glucuronide,CCC1(c2ccccc2)N=C(O)N(C2OC(C(=O)O)C(O)C(O)C2O)C1=O,UGT,S-Mephenytoin,MetXBioDB
Isonicotinoylhydrazine,NNC(=O)c1ccncc1,,O=C(NNC1OC(C(=O)O)C(O)C(O)C1O)c1ccncc1,UGT,Isonicotinoylhydrazine,MetXBioDB
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone O-glucuronide,CCC(=O)C1(c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)CCN(C)CC1,UGT,Ketobemidone,MetXBioDB
Ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Ketobemidone sulfate,CCC(=O)C1(c2cccc(OS(=O)(=O)O)c2)CCN(C)CC1,SULT,Ketobemidone,MetXBioDB
chlorofluoroacetic acid,O=C(O)C(F)Cl,chloroacetyl-S-glutathione,NC(CCC(O)=NC(CSC(Cl)C(=O)O)C(O)=NCC(=O)O)C(=O)O,GST,chlorofluoroacetic acid,MetXBioDB
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,S-(4-Nitrobenzyl)glutathione,NC(CCC(O)=NC(CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,GST,4-nitrobenzyl chloride,MetXBioDB
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,4-nitrobenzyl-glutathione,N[C@@H](CCC(O)=N[C@@H](CSCc1ccc([N+](=O)[O-])cc1)C(O)=NCC(=O)O)C(=O)O,GST,4-nitrobenzyl chloride,MetXBioDB
4-nitrobenzyl chloride,O=[N+]([O-])c1ccc(CCl)cc1,"S-(2,4-dinitrophenyl)glutathione",N[C@@H](CCC(O)=N[C@@H](CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(O)=NCC(=O)O)C(=O)O,GST,4-nitrobenzyl chloride,MetXBioDB
alachlor,CCc1cccc(CC)c1N(COC)C(=O)CCl,S-(alachlor)glutathione,CCc1cccc(CC)c1N(COC)C(=O)CSCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O,GST,alachlor,MetXBioDB
monochlorobimane,Cc1c(C)n2c(CCl)c(C)c(=O)n2c1=O,Bimane-glutathione,Cc1c(C)n2c(CSCC(N=C(O)CCC(N)C(=O)O)C(=O)CNC(=O)O)c(C)c(=O)n2c1=O,GST,monochlorobimane,MetXBioDB
aminochrome,O=C1C=C2CCNC2=CC1=O,,NC(CCC(O)=NC(CSc1c(O)c(O)cc2c1NCC2)C(O)=NCC(=O)O)C(=O)O,GST,aminochrome,MetXBioDB
tert-butanol,CC(C)(C)O,,CC(C)(C)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,tert-butanol,MetXBioDB
tert-butanol,CC(C)(C)O,,CC(C)(C)OS(=O)(=O)O,SULT,tert-butanol,MetXBioDB
Prunetin,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,,COc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,UGT1A9,Prunetin,MetXBioDB
Indacaterol,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3nc(O)ccc13)C2,,CCc1cc2c(cc1CC)CC(NC[C@H](OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccc(O)c3nc(O)ccc13)C2,UGT,Indacaterol,MetXBioDB
Triiodothyronine,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,,N[C@@H](Cc1cc(I)c(Oc2ccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c(I)c2)c(I)c1)C(=O)O,UGT,Triiodothyronine,MetXBioDB
"3-Hydroxy-2p,3p-dimethoxyflavone",COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,,COc1cccc(-c2oc3ccccc3c(=O)c2OC2OC(C(=O)O)C(O)C(O)C2O)c1OC,UGT1A9,"3-Hydroxy-2p,3p-dimethoxyflavone",MetXBioDB
"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,,CC(O)=Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,NAT,"8-aminoisoindolo (1,2-b)quinazolin-12(10H)-one",MetXBioDB
Irbesartan M8,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C2N=N[N+](C3C(O)[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)=N2)cc1,UGT,Irbesartan M8,MetXBioDB
Perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,,CCC(NC(C)C(=O)N1[C@H](C(=O)O[C@]2(C(=O)O)O[C@H](C)[C@@H](O)[C@H](O)[C@H]2O)C[C@@H]2CCCC[C@@H]21)C(=O)O,UGT,Perindopril,MetXBioDB
Resokaempferol,O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc(-c3oc4cc(O)ccc4c(=O)c3O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,Resokaempferol,MetXBioDB
Cholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,Cholic acid glucuronide,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]5O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,UGT,Cholic acid,MetXBioDB
7-Hydroxy-beta-thujone,C[C@@H]1C(=O)C[C@]2(C(C)(C)O)C[C@H]12,,C[C@@H]1C(=O)C[C@]2(C(C)(C)OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)C[C@H]12,UGT,7-Hydroxy-beta-thujone,MetXBioDB
4-Hydroxy-beta-thujone,CC(C)[C@]12CC(=O)[C@](C)(O)[C@H]1C2,,CC(C)[C@]12CC(=O)C(C)(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)[C@H]1C2,UGT,4-Hydroxy-beta-thujone,MetXBioDB
2-iodobenzyl bromide,BrCc1ccccc1I,,NC(CCC(O)=NC(CSc1ccccc1CBr)C(O)=NCC(=O)O)C(=O)O,GST,2-iodobenzyl bromide,MetXBioDB
Hexafluoroisopropanol,OC(C(F)(F)F)C(F)(F)F,,O=C(O)[C@H]1OC(OC(C(F)(F)F)C(F)(F)F)[C@H](O)[C@@H](O)[C@@H]1O,UGT,Hexafluoroisopropanol,MetXBioDB
"2,4-diene-VPA",C=C/C=C(/CCC)C(=O)O,,C=C/C=C(/CCC)C(=O)OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,"2,4-diene-VPA",MetXBioDB
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2ccc3c(=O)c(O)c(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,"3,7-Dihydroxyfavone",MetXBioDB
"3,7-Dihydroxyfavone",O=c1c(O)c(-c2ccccc2)oc2cc(O)ccc12,,O=C(O)[C@H]1OC(Oc2c(-c3ccccc3)oc3cc(O)ccc3c2=O)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,"3,7-Dihydroxyfavone",MetXBioDB
Indole-3-acetic-acid,O=C(O)Cc1c[nH]c2ccccc12,,O=C(Cc1c[nH]c2ccccc12)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,Indole-3-acetic-acid,MetXBioDB
Amrinone,Nc1cc(-c2ccncc2)cnc1O,Inamrinone,Nc1cc(-c2ccncc2)cnc1O,UGT,Amrinone,MetXBioDB
butanol,CCCCO,,CCCCOC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,butanol,MetXBioDB
Paeonol,COc1ccc(C(C)=O)c(O)c1,,COc1ccc(C(C)=O)c(OS(=O)(=O)O)c1,SULT,Paeonol,MetXBioDB
8-Hydroxy-7-methoxyisoflavone,COc1cc(O)c2occ(-c3ccccc3)c(=O)c2c1,,COc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)c2occ(-c3ccccc3)c(=O)c2c1,UGT1A9,8-Hydroxy-7-methoxyisoflavone,MetXBioDB
"8,14-diOH-efavirenz",OC1=Nc2c(O)cc(Cl)cc2[C@@](C#CC2(O)CC2)(C(F)(F)F)O1,,O=C(O)[C@H]1OC(OC2(C#C[C@]3(C(F)(F)F)OC(O)=Nc4c(O)cc(Cl)cc43)CC2)[C@H](O)[C@@H](O)[C@@H]1O,UGT,8-hydroxyefavirenz,MetXBioDB
"4p-hydroxy-2,3p,4-trichlorobiphenyl",Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,,O=S(=O)(O)Oc1ccc(-c2ccc(Cl)cc2Cl)cc1Cl,SULT,"4p-hydroxy-2,3p,4-trichlorobiphenyl",MetXBioDB
Hydroxyoxid acid,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13O,,CC1(C)[C@@H]2CC[C@@]3(C)[C@@H](C2)[C@@H](C(=O)O)CC[C@@]13OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,Hydroxyoxid acid,MetXBioDB
N-Desmethyl-4-OH- atomoxetine,Cc1cc(O)ccc1O[C@H](CCN)c1ccccc1,,Cc1cc(OC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)ccc1O[C@H](CCN)c1ccccc1,UGT,N-Desmethyl-4-OH- atomoxetine,MetXBioDB
cis-6-(2-acetylvinylthio)purine,CC(=O)/C=C\Sc1ncnc2[nH]cnc12,,C/C([O-])=C/C(SCC(N=C(O)CCC(N)C(=O)O)C(O)=NCC(=O)O)Sc1ncnc2[nH]cnc12,GST,cis-6-(2-acetylvinylthio)purine,MetXBioDB
benzoic acid,O=C(O)c1ccccc1,,O=C(OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c1ccccc1,UGT,benzoic acid,MetXBioDB
N-Desmethyl p-hydroxyrosiglitazone,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(O)c[nH]3)cc2)S1,,O=C1N=C(O)C(Cc2ccc(OCCN=c3ccc(OS(=O)(=O)O)c[nH]3)cc2)S1,SULT,N-Desmethyl p-hydroxyrosiglitazone,MetXBioDB
Tizoxanide,O=[N+]([O-])c1cnc(N=C(O)c2ccccc2O)s1,,O=C(O)[C@H]1OC(Oc2ccccc2C(O)=Nc2ncc([N+](=O)[O-])s2)[C@H](O)[C@@H](O)[C@@H]1O,UGT,Tizoxanide,MetXBioDB
epicatechin metabo5,O=C1CCC(Cc2cccc(O)c2)O1,,O=C1CCC(Cc2cccc(OC3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)c2)O1,UGT,epicatechin metabo5,MetXBioDB
carvone metabo6,C=C(C)C1CC=C(C)C(=O)C1O,,C=C(C)C1CC=C(C)C(=O)C1OC1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O,UGT,carvone metabo6,MetXBioDB
"5,7,2p-Trihydroxyflavone",O=c1cc(-c2ccccc2O)oc2cc(O)cc(O)c12,,O=C(O)[C@H]1OC(Oc2cc(O)c3c(=O)cc(-c4ccccc4O)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,UGT1A9,"5,7,2p-Trihydroxyflavone",MetXBioDB
Estradiol acetate,CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,,CC(=O)Oc1ccc2c(c1)CCC1C2CCC2(C)C(OC3OC(C(=O)O)C(O)C(O)C3O)CCC12,UGT,Estradiol acetate,MetXBioDB
"N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",Cn1c(NO)nc2ncc(-c3ccccc3)cc21,,Cn1c(NOC2O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]2O)nc2ncc(-c3ccccc3)cc21,"UGT1A1, 1A3, 1A6","N-hydroxy-2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine",MetXBioDB
