parent_name,child_name,parent_smiles,child_smiles
N-Oxide abiraterone,,CC12CCC(O)CC1=CCC1C2CCC2(C)C(c3ccc[n+]([O-])c3)=CCC12,CC12CCC(OS(=O)(=O)O)CC1=CCC1C2CCC2(C)C(c3ccc[n+]([O-])c3)=CCC12
N-Carbamoyllorcaserin,,CC1CN(C(=O)O)CCc2ccc(Cl)cc21,CC1CN(C(=O)OC2OC(C(=O)O)C(C)C(C)C2C)CCc2ccc(Cl)cc21
Norpatchoulenol,,CC1(C)C2CCC3(C)C(C=CCC13O)C2,CC1(C)C2CCC3(C)C(C=CCC13OC1OC(C(=O)O)C(O)C(O)C1O)C2
5-OH-aceclofenac,,O=C(O)COC(=O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,O=C(O)COC(=O)Cc1cc(OC2OC(C(=O)O)C(O)C(O)C2O)ccc1Nc1c(Cl)cccc1Cl
Licofelone M4,,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)OC3OC(C(=O)O)C(O)C(O)C3O)n2C1
Chrysoeriol,,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)ccc1O
Nitroso-dapsone,,Nc1ccc(S(=O)(=O)c2ccc(N=O)cc2)cc1,Nc1ccc(S(=O)(=O)c2ccc([NH+]([O-])SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cc2)cc1
"(1-methyl-5-piperazin-1-yl-3-propyl-1H-pyrazolo[4,3-d]pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine",,CCCc1nn(C)c2c(Nc3ccc(C)cn3)nc(N3CCNCC3)nc12,CCCc1nn(C)c2c(Nc3ccc(C)cn3)nc(N3CCN(C(C)=O)CC3)nc12
S-MTPPA,,Cc1ccsc1-c1ccc(C(C)(C)C(=O)O)cc1,Cc1ccsc1-c1ccc(C(C)(C)C(=O)OC2OC(C(=O)O)C(O)C(O)C2O)cc1
brostallicin,glutathionyl-brostallicin,C=C(Br)C(=O)Nc1cc(C(=O)Nc2cc(C(=O)Nc3cc(C(=O)Nc4cc(C(=O)NCCNC(=N)N)n(C)c4)n(C)c3)n(C)c2)n(C)c1,Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC(=O)C(Br)CSCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)cn4C)cn3C)cn2C)cc1C(=O)NCCNC(=N)N
"8-OH-2,3,7-TriCDD",,Oc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,O=C(O)C1OC(Oc2cc3c(cc2Cl)Oc2cc(Cl)c(Cl)cc2O3)C(O)C(O)C1O
Oxazepam,,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C(O)C1OC(OC2N=C(c3ccccc3)c3cc(Cl)ccc3N=C2O)C(O)C(O)C1O
3p-OH-hexobarbital,,CN1C(=O)N=C(O)C(C)(C2=CC(O)CCC2)C1=O,CN1C(=O)N=C(O)C(C)(C2=CC(OC3OC(C(=O)O)C(O)C(O)C3O)CCC2)C1=O
p-Hydroxyphenobarbital,,CCC1(c2ccc(O)cc2)C(O)=NC(=O)N=C1O,CCC1(c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)C(O)=NC(=O)N=C1O
4-n-Propylphenol,,CCCc1ccc(O)cc1,CCCc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Butyl-4-hydroxybenzoate,,CCCCOC(=O)c1ccc(O)cc1,CCCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Quercetin,,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
Taurocholic acid,,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(OS(=O)(=O)O)CCC4(C)C3CC(O)C12C
"3,7-Dihydroxy-3p,4p-dimethoxyflavone",,COc1ccc(-c2oc3cc(O)ccc3c(=O)c2O)cc1OC,COc1ccc(-c2oc3cc(OC4OC(C(=O)O)C(O)C(O)C4O)ccc3c(=O)c2O)cc1OC
Equol,,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,O=C(O)C1OC(Oc2ccc3c(c2)OCC(c2ccc(O)cc2)C3)C(O)C(O)C1O
4-Hydroxybenzophenone,,O=C(c1ccccc1)c1ccc(O)cc1,O=C(c1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
4p-Hydroxyfenoprofen,,CC(C(=O)O)c1cccc(Oc2ccc(O)cc2)c1,CC(C(=O)O)c1cccc(Oc2ccc(OC3C(O)C(O)OC(C(=O)O)C3O)cc2)c1
4-Hydroxyifosfamide,,O=P1(NCCCl)OCCC(O)N1CCCl,NC(CCC(=O)NC(CSOC1CCOP(=O)(NCCCl)N1CCCl)C(=O)NCC(=O)O)C(=O)O
"4p,5-diOH-diclofenac",,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(O)cc1Cl,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1Cl
15-Hydroxypatchoulol,,CC1(C)C2CCC3(C)C(C2)C(CO)CCC13O,CC1(C)C2CCC3(C)C(C2)C(COC2OC(C(=O)O)C(O)C(O)C2O)CCC13O
3-Hydroxy-7-methoxyflavone,,COc1ccc2c(=O)c(O)c(-c3ccccc3)oc2c1,COc1ccc2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccccc3)oc2c1
Thienorphine,,COC12CCC3(CC1C(C)(O)CCc1cccs1)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,COC12CCC3(CC1C(C)(O)CCc1cccs1)C1Cc4ccc(OC5OC(C(=O)O)C(O)C(O)C5O)c5c4C3(CCN1CC1CC1)C2O5
Mexiletine alcohol,,Cc1cccc(C)c1OCC(C)O,Cc1cccc(C)c1OCC(C)OC1OC(C(=O)O)C(O)C(O)C1O
Luteolin,,O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O
4-OH-S-flurbiprofen,,CC(C(=O)O)c1ccc(-c2ccc(O)cc2)c(F)c1,CC(C(=O)O)c1ccc(-c2ccc(OC3OC(C(=O)O)C(O)C(O)C3O)cc2)c(F)c1
3-Hydroxy-6-methoxyflavone,,COc1ccc2oc(-c3ccccc3)c(O)c(=O)c2c1,COc1ccc2oc(-c3ccccc3)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(=O)c2c1
"7,2p-Dihydroxyflavone",,O=c1cc(-c2ccccc2O)oc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)cc(-c4ccccc4O)oc3c2)C(O)C(O)C1O
Candesartan,,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCOc1nc2cccc(C(=O)OC3OC(C(=O)O)C(O)C(O)C3O)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
6-Hydroxymethyletoricoxib,,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(COC3OC(C(=O)O)C(O)C(O)C3O)nc2)cc1
"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",,Cc1cnc2ccc3c(nc(NO)n3C)c2n1,Cc1cnc2ccc3c(nc(NOC4OC(C(=O)O)C(O)C(O)C4O)n3C)c2n1
4-Isopropylphenol,,CC(C)c1ccc(O)cc1,CC(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
"3,6-Dihydroxyfavone",,O=c1c(O)c(-c2ccccc2)oc2ccc(O)cc12,O=C(O)C1OC(Oc2c(-c3ccccc3)oc3ccc(O)cc3c2=O)C(O)C(O)C1O
4-Oxo-9-cis-retinoic acid,,CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)O,CC(C=CC1=C(C)CCC(=O)C1(C)C)=CC=CC(C)=CC(=O)OC1OC(C(=O)O)C(O)C(O)C1O
7-Hydroxy-3p-methoxyflavone,,COc1c(-c2ccccc2)oc2cc(O)ccc2c1=O,COc1c(-c2ccccc2)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2c1=O
"3-Hydroxy-5,7-dimethoxyflavone",,COc1cc(OC)c2c(=O)c(O)c(-c3ccccc3)oc2c1,COc1cc(OC)c2c(=O)c(OC3OC(C(=O)O)C(O)C(O)C3O)c(-c3ccccc3)oc2c1
Psilocin,,CN(C)CCc1c[nH]c2cccc(O)c12,CN(C)CCc1c[nH]c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c12
Apigenin,,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=C(O)C1OC(Oc2cc(O)c3c(=O)cc(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O
4-sec-Butylphenol,,CCC(C)c1ccc(O)cc1,CCC(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Isoferulic Acid,,COc1ccc(C=CC(=O)O)cc1O,COc1ccc(C=CC(=O)O)cc1OC1OC(C(=O)O)C(O)C(O)C1O
"3,7-Dihydroxy-3p,4p,5p-trimethoxyflavone",,COc1cc(-c2oc3cc(O)ccc3c(=O)c2O)cc(OC)c1OC,COc1cc(-c2oc3cc(OC4OC(C(=O)O)C(O)C(O)C4O)ccc3c(=O)c2O)cc(OC)c1OC
4-nitrophenethyl bromide,4-nitrophenethyl-glutathione,O=[N+]([O-])c1ccc(CCBr)cc1,NC(CCC(=O)NC(CSCCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O
Erlotinib M14,,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC4OC(C(=O)O)C(O)C(O)C4O)c(OCCOC)cc23)c1
Phenylephrine,,CNCC(O)c1cccc(O)c1,CNCC(O)c1cccc(OC2OC(C(=O)O)C(O)C(O)C2O)c1
"AFB1exo 8,9-epoxide",,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O)COC1O2,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C(O2)OC(SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O)C1O
4-tert-Butylphenol,,CC(C)(C)c1ccc(O)cc1,CC(C)(C)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Propyl-4-hydroxybenzoate,,CCCOC(=O)c1ccc(O)cc1,CCCOC(=O)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
rac-4-hydroxynonenal,S-(4-hydroxy-1-oxononan-3-yl)glutathione,CCCCCC(O)C=CC=O,CCCCCC(O)C(CC=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O
Epicatechin,"5-(3',4'-dihydroxyphenyl)-gamma-valerolactone",Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,O=C1CCC(Cc2ccc(O)c(O)c2)O1
Tetrahydrodaidzein,Equol,Oc1ccc(C2COc3cc(O)ccc3C2O)cc1,Oc1ccc(C2COc3cc(O)ccc3C2)cc1
Quercitrin,L-Rhamnose,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O,CC1OC(O)C(O)C(O)C1O
3-hydroxyphenylacetic acid,2-Phenylacetic acid,O=C(O)Cc1cccc(O)c1,O=C(O)Cc1ccccc1
4-hydroxyphenylacetic acid,2-Phenylacetic acid,O=C(O)Cc1ccc(O)cc1,O=C(O)Cc1ccccc1
"3,4-dihydroxyphenylacetic acid",3-hydroxyphenylacetic acid,O=C(O)Cc1ccc(O)c(O)c1,O=C(O)Cc1cccc(O)c1
"3,4-dihydroxyphenylpropionic acid",3-(3-hydroxyphenyl)propanoic acid,O=C(O)CCc1ccc(O)c(O)c1,O=C(O)CCc1cccc(O)c1
Cyanidin,"2,4,6-Trihydroxybenzaldehyde",Oc1cc(O)c2cc(O)c(-c3ccc(O)c(O)c3)[o+]c2c1,O=Cc1c(O)cc(O)cc1O
Dihydrogenistein,,O=C1c2c(O)cc(O)cc2OCC1c1ccc(O)cc1,C=C(C(=O)c1c(O)cc(O)cc1O)c1ccc(O)cc1
,6'-Hydroxy-O-desmethylangolensin,C=C(C(=O)c1c(O)cc(O)cc1O)c1ccc(O)cc1,CC(C(=O)c1c(O)cc(O)cc1O)c1ccc(O)cc1
Sudan I,1-Amino-2-naphthol,Oc1ccc2ccccc2c1N=Nc1ccccc1,Nc1c(O)ccc2ccccc12
(R)-1-(4-Methoxyphenyl)propan-2-amine,,COc1ccc(CC(C)N)cc1,CC(N)Cc1ccc(O)cc1
"(2R,3S)-2-((R)-1-(3,5-Bis(trifluoromethyl)phenyl)ethoxy)-3-(4-fluorophenyl)morpholine",aprepitant_M2,CC(OC1OCCNC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,CC(OC1OCC=NC1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
"3-(furan-2-ylmethyl)-1,7,8-trimethylpurine-2,6-dione",,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2ccco2)n1C,Cc1nc2c(c(=O)n(C)c(=O)n2Cc2cc(O)co2)n1C
(-)-limonene,Carveol,C=C(C)C1CC=C(C)CC1,C=C(C)C1CC=C(C)C(O)C1
"(3z)-5-[(1alpha,4alpha)-3beta-[(phenylsulfonyl)amino]bicyclo[2.2.1]heptan-2alpha-yl]-3-pentenoic acid",(3Z)â€5â€{3â€benzenesulfonamidoâ€6â€hydroxybicyclo[2.2.1]heptanâ€2â€yl}pentâ€3â€enoic acid,O=C(O)CC=CCC1C2CCC(C2)C1NS(=O)(=O)c1ccccc1,O=C(O)CC=CCC1C2CC(CC2O)C1NS(=O)(=O)c1ccccc1
(r)-chloroquine,"(r)-chloroquine, N-desethyl",CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CCNCCCC(C)Nc1ccnc2cc(Cl)ccc12
(r)-trimipramine,,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,CNCC(C)CN1c2ccccc2CCc2ccccc21
(s)-oxybutynin,2-cyclohexyl-2-phenylglycolic acid,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,O=C(O)C(O)(c1ccccc1)C1CCCCC1
1_4_cineole,,CC(C)C12CCC(C)(CC1)O2,CC(C)C12CCC(C)(O1)C(O)C2
1_8_cineole,"2alpha-hydroxy-1,8-cineole",CC12CCC(CC1)C(C)(C)O2,CC1(C)OC2(C)CCC1CC2O
2-(1-piperazinyl)pyrimidine,,c1cnc(N2CCNCC2)nc1,Oc1cnc(N2CCNCC2)nc1
2-naphthylamine,N-Hydroxy-2-naphthalenamine,Nc1ccc2ccccc2c1,ONc1ccc2ccccc2c1
2-oxoquazepam,3-Hydroxy-2-oxoquazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,O=C1C(O)N=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F
"2h-1-benzopyran-2-one, 7-(pentyloxy)-",,CCCCCOc1ccc2ccc(=O)oc2c1,CCC(O)CCOc1ccc2ccc(=O)oc2c1
3-cyano-7-ethoxycoumarin,3-Cyano-7-hydroxycoumarin,CCOc1ccc2cc(C#N)c(=O)oc2c1,N#Cc1cc2ccc(O)cc2oc1=O
4-nitropyrene,4-aminopyrene,O=[N+]([O-])c1cc2cccc3ccc4cccc1c4c32,Nc1cc2cccc3ccc4cccc1c4c32
5-methoxytryptamine,Serotonin,COc1ccc2[nH]cc(CCN)c2c1,NCCc1c[nH]c2ccc(O)cc12
58c80,298C84,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,CC(C)(CO)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1
acetanilide,Acetaminophen,CC(=O)Nc1ccccc1,CC(=O)Nc1ccc(O)cc1
Ametryn,,CCN=c1nc(SC)[nH]c(=NC(C)C)[nH]1,CSc1nc(=N)[nH]c(=NC(C)C)[nH]1
aminopyrine,"4-(Dimethylamino)-5-methyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",CN(C)c1cn(C)n(-c2ccccc2)c1=O,CN(C)c1c[nH]n(-c2ccccc2)c1=O
bosentan,"4-(2-hydroxy-1,1-dimethylethyl)-N-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-[2,2Ã¢â‚¬â„¢]bipyrimidinyl-4-yl]-benzenesulfonamide",COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)CO)cc2)nc(-c2ncccn2)nc1OCCO
bropirimine,m-hydroxybropirimine,N=c1nc(O)c(Br)c(-c2ccccc2)[nH]1,N=c1nc(O)c(Br)c(-c2cccc(O)c2)[nH]1
terfenadine,hydroxyterfenadine,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,CC(C)(CO)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
chlorpropamide,2-OH-chlorpropamide,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1O
cilostazol,OPC-13326,O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,OC1=Nc2ccc(OCCCCc3nnnn3C3CCCCC3)cc2C(O)C1
decursinol angelate,,CC=C(C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C,CC1OC1(C)C(=O)OC1Cc2cc3ccc(=O)oc3cc2OC1(C)C
deramciclane,,CN(C)CCOC1(c2ccccc2)CC2CCC1(C)C2(C)C,CNCCOC1(c2ccccc2)CC2CCC1(C)C2(C)C
dexamethasone,6-alpha-OH DEXAMETHASONE,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO
dexfenfluramine,nordexfenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,CC(N)Cc1cccc(C(F)(F)F)c1
estradiol,2-Hydroxyestradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O
ezlopitant,,COc1ccc(C(C)C)cc1CNC1C2CCN(CC2)C1C(c1ccccc1)c1ccccc1,C=C(C)c1ccc(OC)c(CNC2C3CCN(CC3)C2C(c2ccccc2)c2ccccc2)c1
fluvastatin,6-OH-fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccc(O)cc21
galantamine,O-Desmethylgalantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1
granisetron,7-Hydroxygranisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,CN1C2CCCC1CC(NC(=O)c1nn(C)c3cccc(O)c13)C2
ibrolipim,,CCOP(=O)(Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1)OCC,CCOP(=O)(O)Cc1ccc(C(=O)Nc2ccc(Br)cc2C#N)cc1
ketobemidone,Norketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,CCC(=O)C1(c2cccc(O)c2)CCNCC1
lauric acid,12-Hydroxylauric acid,CCCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCCO
losartan carboxaldehyde,,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CCCC(O)c1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
parathion,Paraoxon,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1
pentoxyresorufin,Resorufin,CCCCCOc1ccc2nc3ccc(=O)cc-3oc2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1
phenacetin,Acetaminophen,CCOc1ccc(NC(C)=O)cc1,CC(=O)Nc1ccc(O)cc1
phencyclidine,PCHP,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,OC1CCN(C2(c3ccccc3)CCCCC2)CC1
pilocarpine,3-hydroxypilocarpine,CCC1C(=O)OCC1Cc1cncn1C,CCC1(O)C(=O)OCC1Cc1cncn1C
progesterone,2beta-OH-progesterone,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,CC(=O)C1CCC2C3CCC4=CC(=O)C(O)CC4(C)C3CCC12C
quetiapine,,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,[O-][S+]1c2ccccc2N=C(N2CCN(CCOCCO)CC2)c2ccccc21
repaglinide,,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,CCOc1cc(CC(=O)NC(CC(C)C)c2ccccc2N2CCCC(O)C2)ccc1C(=O)O
ropivacaine,3-OH-ropivacaine,CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,CCCN1CCCCC1C(=O)Nc1c(C)ccc(O)c1C
rutaecarpine,,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,O=c1c2cc(O)ccc2nc2n1CCc1c-2[nH]c2ccccc12
styrene,"Styrene 7,8-oxide",C=Cc1ccccc1,c1ccc(C2CO2)cc1
tacrine,N4-hydroxylamine,N=c1c2c([nH]c3ccccc13)CCCC2,N=c1c2c([nH]c3ccccc13)CCCC2O
tentoxin,,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N(C)C1=O,CC(C)CC1N=C(O)C(C)N(C)C(=O)CN=C(O)C(=Cc2ccccc2)N=C1O
ticlopidine,Thienodihydropyridinium,Clc1ccccc1CN1CCc2sccc2C1,Clc1ccccc1CN1C=C2C=C[S+]=C2CC1
tirilazad,,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3=CCC2(C)C1C(=O)CN1CCN(c2cc(N3CCCC3)nc(N3CCCC3)n2)CC1
tozasertib,,Cc1cc(=Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1,Cc1cc(=Nc2cc(N3CC[N+](C)([O-])CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH][nH]1
tramadol,N-desmethyltramadol,COc1cccc(C2(O)CCCCC2CN(C)C)c1,CNCC1CCCCC1(O)c1cccc(OC)c1
trazodone,m-CPP,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,Clc1cccc(N2CCNCC2)c1
tropisetron,,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccc(O)cc13)C2
"p-Methoxymethamphetamine, R-(-)-",HO-MA,CNC(C)Cc1ccc(OC)cc1,CNC(C)Cc1ccc(O)cc1
(S)-Methylenedioxyethylamphetamine,"3,4-methylenedioxyamphetamine",CCNC(C)Cc1ccc2c(c1)OCO2,CC(N)Cc1ccc2c(c1)OCO2
vicriviroc,N-Desalkylvicriviroc ,COCC(c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)CC1C,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCNC(C)C2)CC1
voriconazole,Hydroxymethyl Voriconazole,CC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,OCC(c1ncncc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F
Alvameline,,CCn1nnc(C2=CCCN(C)C2)n1,CCn1nnc(C2=CCCNC2)n1
zinc33952402,HO-MPPP,Cc1ccc(C(=O)C(C)N2CCCC2)cc1,CC(C(=O)c1ccc(CO)cc1)N1CCCC1
zinc33952517,di-HO-MDPPP,CC(C(=O)c1ccc2c(c1)OCO2)N1CCCC1,CC(C(=O)c1ccc(O)c(O)c1)N1CCCC1
zolpidem,methoxyzolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1cn2c(CC(=O)N(C)C)c(-c3ccc(CO)cc3)nc2cc1O
leflunomide,,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,CC(O)=C(C=N)C(=O)Nc1ccc(C(F)(F)F)cc1
Bromazepam,,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1O
"Aminoflavone, N5-Hydroxyl","Aminoflavone, N4', N5-dihydroxy",Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
Buprenorphine,Norbuprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1)C2O5
Encainide,N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1
Gliclazide,7-OH-gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)cc1
Malathion,Maloxon,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
Pioglitazone,"2Ã¢â‚¬Â[6Ã¢â‚¬Â(2Ã¢â‚¬Â{4Ã¢â‚¬Â[(2,4Ã¢â‚¬ÂdioxoÃ¢â‚¬Â1,3Ã¢â‚¬ÂthiazolidinÃ¢â‚¬Â5Ã¢â‚¬Âyl)methyl]phenoxy}ethyl)pyridinÃ¢â‚¬Â3Ã¢â‚¬Âyl]acetic acid",CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1,O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1
rosiglitazone,para-hydroxyrosiglitazone ,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccc(O)cn1
Simazine,N-Desethylsimazine,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,CCN=c1[nH]c(Cl)nc(=N)[nH]1
