parent_name,parent_smiles,child_name,child_smiles,origin,set,source
Inositol pentanicotinate,O=C(OC1C(O)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,Inositol pentanicotinate,O=C(OC1C(O)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C(OC(=O)c2cccnc2)C1OC(=O)c1cccnc1)c1cccnc1,DB08949,train,Parent-Parent Augmented
Phenylacetic acid,O=C(O)Cc1ccccc1,Phenylacetic acid,O=C(O)Cc1ccccc1,DB00332,train,Parent-Parent Augmented
Arbutin,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,Arbutin,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,DB11217,train,Parent-Parent Augmented
phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,phentolamine,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,phentolamine,train,Parent-Parent Augmented
4-sec-Butylphenol,CCC(C)c1ccc(O)cc1,4-sec-Butylphenol,CCC(C)c1ccc(O)cc1,4-sec-Butylphenol,train,Parent-Parent Augmented
4-amino-antipyrine (AA),Cc1c(N)c(=O)n(-c2ccccc2)n1C,4-amino-antipyrine (AA),Cc1c(N)c(=O)n(-c2ccccc2)n1C,DB04817,train,Parent-Parent Augmented
17-desacetylnorgestimate,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,17-desacetylnorgestimate,C#CC1(O)CCC2C3CCC4=CC(=NO)CCC4C3CCC21CC,DB00957,train,Parent-Parent Augmented
Moxisylyte,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,Moxisylyte,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,DB09205,train,Parent-Parent Augmented
Bendamustine,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,Bendamustine,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,DB06769,train,Parent-Parent Augmented
,CC(NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1)C(=O)O,,CC(NP(=O)(OCC1OC(C#N)(c2ccc3c(N)ncnn23)C(O)C1O)Oc1ccccc1)C(=O)O,DB14761,train,Parent-Parent Augmented
"(R)-mianserin, 8-hydroxy",CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,"(R)-mianserin, 8-hydroxy",CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,(R)-mianserin,train,Parent-Parent Augmented
psoralen,O=c1ccc2cc3ccoc3cc2o1,psoralen,O=c1ccc2cc3ccoc3cc2o1,psoralen,train,Parent-Parent Augmented
N2-OH-PhIP,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,N2-OH-PhIP,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,N2-OH-PhIP,train,Parent-Parent Augmented
Lumiracoxib metabolite M25,Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,Lumiracoxib metabolite M25,Cc1ccc2c(c1)CC(=O)N2c1c(F)cc(O)cc1Cl,DB01283,train,Parent-Parent Augmented
"3-(piperazine-1-yl)-1,2-benzisothiazole",c1ccc2c(N3CCNCC3)nsc2c1,"3-(piperazine-1-yl)-1,2-benzisothiazole",c1ccc2c(N3CCNCC3)nsc2c1,DB00246,train,Parent-Parent Augmented
4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),CC(CCc1ccc2cc(O)ccc2c1)OC1OC(C(=O)O)C(O)C(O)C1O,4-(6-hydroxy-2-naphthyl)- butan-2-ol glucuronide (2-OH conjugated),CC(CCc1ccc2cc(O)ccc2c1)OC1OC(C(=O)O)C(O)C(O)C1O,DB00461,train,Parent-Parent Augmented
"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",COc1c(OC)c(OC)c2c(=O)cc(-c3ccc(O)cc3)oc2c1OC,"4'-hydroxy-5,6,7,8-tetramethoxyflavone (tangeretin_T27)",train,Parent-Parent Augmented
4-Hydroxyropivacaine,CCCN1CCCCC1C(=O)Nc1c(C)cc(O)cc1C,4-Hydroxyropivacaine,CCCN1CCCCC1C(=O)Nc1c(C)cc(O)cc1C,DB00296,train,Parent-Parent Augmented
Narigenin,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Narigenin,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,Narigenin,train,Parent-Parent Augmented
"4-OH-2,6-dimethylaniline",Cc1cc(O)cc(C)c1N,"4-OH-2,6-dimethylaniline",Cc1cc(O)cc(C)c1N,"4-OH-2,6-dimethylaniline",train,Parent-Parent Augmented
Misonidazole,COCC(O)Cn1ccnc1[N+](=O)[O-],Misonidazole,COCC(O)Cn1ccnc1[N+](=O)[O-],Misonidazole,train,Parent-Parent Augmented
7-Hydroxyflavanone,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,7-Hydroxyflavanone,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,7-Hydroxyflavanone,train,Parent-Parent Augmented
PRT062982,COc1cc(O)c(N)c(C(=O)Nc2ccc(Cl)cn2)c1,PRT062982,COc1cc(O)c(N)c(C(=O)Nc2ccc(Cl)cn2)c1,DB12364,train,Parent-Parent Augmented
Trametinib M1 metabolite,Cc1c(=O)n(C)c(Nc2ccc(I)cc2F)c2c(=O)n(C3CC3)c(=O)n(-c3cccc(N)c3)c12,Trametinib M1 metabolite,Cc1c(=O)n(C)c(Nc2ccc(I)cc2F)c2c(=O)n(C3CC3)c(=O)n(-c3cccc(N)c3)c12,DB08911,train,Parent-Parent Augmented
Genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,DB01645,train,Parent-Parent Augmented
Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,Prednisolone,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,DB15566,train,Parent-Parent Augmented
Fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,Fosphenytoin,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,DB01320,train,Parent-Parent Augmented
Voriconazole N-Oxide,CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,Voriconazole N-Oxide,CC(c1nc[n+]([O-])cc1F)C(O)(Cn1cncn1)c1ccc(F)cc1F,DB00582,train,Parent-Parent Augmented
Ganaxolone,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,Ganaxolone,CC(=O)C1CCC2C3CCC4CC(C)(O)CCC4(C)C3CCC12C,DB05087,train,Parent-Parent Augmented
"2,8-Dihydroxyquinoline",Oc1ccc2cccc(O)c2n1,"2,8-Dihydroxyquinoline",Oc1ccc2cccc(O)c2n1,"2,8-Dihydroxyquinoline",train,Parent-Parent Augmented
Lonafarnib metabolite M1,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O,Lonafarnib metabolite M1,NC(=O)N1CCC(CC(=O)N2CCC(C3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1O,DB06448,train,Parent-Parent Augmented
Dabigatran etexilate,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,Dabigatran etexilate,CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,DB06695,train,Parent-Parent Augmented
Norfluoxetine alcohol,OCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,Norfluoxetine alcohol,OCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,DB00472,train,Parent-Parent Augmented
Acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,Acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,DB00414,train,Parent-Parent Augmented
n_ac_ffvc,CC(=O)NC(CSC(F)=C(OCF)C(F)F)C(=O)O,n_ac_ffvc,CC(=O)NC(CSC(F)=C(OCF)C(F)F)C(=O)O,n_ac_ffvc,train,Parent-Parent Augmented
Doxorubicine hydroxyaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,Doxorubicine hydroxyaglycone,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,DB00997,train,Parent-Parent Augmented
R-Tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,R-Tolperisone,Cc1ccc(C(=O)C(C)CN2CCCCC2)cc1,R-Tolperisone,train,Parent-Parent Augmented
Camostat,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,Camostat,CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,DB13729,train,Parent-Parent Augmented
hydroxilated form of dolutegravir (M3),CC1CCOC2Cn3cc(C(=O)NC(O)c4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,hydroxilated form of dolutegravir (M3),CC1CCOC2Cn3cc(C(=O)NC(O)c4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,DB08930,train,Parent-Parent Augmented
Indapamide metabolite M5,Cc1cc2ccccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Indapamide metabolite M5,Cc1cc2ccccc2n1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,train,Parent-Parent Augmented
Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,DB01058,train,Parent-Parent Augmented
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,DB00916,train,Parent-Parent Augmented
Tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,Tetracaine,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,DB09085,train,Parent-Parent Augmented
Sulopenem etzadroxil,CCC(CC)C(=O)OCOC(=O)C1=C(SC2CC[S+]([O-])C2)SC2C(C(C)O)C(=O)N12,Sulopenem etzadroxil,CCC(CC)C(=O)OCOC(=O)C1=C(SC2CC[S+]([O-])C2)SC2C(C(C)O)C(=O)N12,DB16335,train,Parent-Parent Augmented
Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,Selexipag,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,DB11362,train,Parent-Parent Augmented
Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,Finasteride,CC(C)(C)NC(=O)C1CCC2C3CCC4NC(=O)C=CC4(C)C3CCC12C,DB01216,train,Parent-Parent Augmented
BMS-798430,C=CC1CC1(NC(=O)C1CC(Oc2ncc(O)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,BMS-798430,C=CC1CC1(NC(=O)C1CC(Oc2ncc(O)c3ccc(Cl)cc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,DB11586,train,Parent-Parent Augmented
hyocholic acid,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,hyocholic acid,CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,hyocholic acid,train,Parent-Parent Augmented
"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",Cc1cnc2ccc3c(nc(NO)n3C)c2n1,"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",Cc1cnc2ccc3c(nc(NO)n3C)c2n1,"N-hydroxy-2-amino-3,8-dimethylimidazo[4,5-f]quinoxaline",train,Parent-Parent Augmented
Flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,Flurbiprofen,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,DB00712,train,Parent-Parent Augmented
Methoxyzolpidem derivative (M3),Cc1ccc2nc(-c3ccc(CO)cc3)c(CC(=O)N(C)C)n2c1,Methoxyzolpidem derivative (M3),Cc1ccc2nc(-c3ccc(CO)cc3)c(CC(=O)N(C)C)n2c1,DB00425,train,Parent-Parent Augmented
D-glucose,O=CC(O)C(O)C(O)C(O)CO,D-glucose,O=CC(O)C(O)C(O)C(O)CO,DB11217,train,Parent-Parent Augmented
Methylprednisolone M7 Metabolite,CC1(O)CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,Methylprednisolone M7 Metabolite,CC1(O)CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,DB00959,train,Parent-Parent Augmented
BIBR0951/M2,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,BIBR0951/M2,CCOC(=O)CCN(C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C)c1ccccn1,DB06695,train,Parent-Parent Augmented
4-hydroxy duloxetine,CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1,4-hydroxy duloxetine,CNCCC(Oc1ccc(O)c2ccccc12)c1cccs1,DB00476,train,Parent-Parent Augmented
Ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,Ambrisentan,COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,DB06403,train,Parent-Parent Augmented
BIBF 1053,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCNCC2)cc1)c1ccccc1,BIBF 1053,COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCNCC2)cc1)c1ccccc1,DB09079,train,Parent-Parent Augmented
beta-artelinic acid,CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4,beta-artelinic acid,CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4,beta-artelinic acid,train,Parent-Parent Augmented
2-hydroxycarbamazepine,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,2-hydroxycarbamazepine,NC(=O)N1c2ccccc2C=Cc2cc(O)ccc21,DB00564,train,Parent-Parent Augmented
"3,3p-Dihydroxyflavone",O=c1c(O)c(-c2cccc(O)c2)oc2ccccc12,"3,3p-Dihydroxyflavone",O=c1c(O)c(-c2cccc(O)c2)oc2ccccc12,"3,3p-Dihydroxyflavone",train,Parent-Parent Augmented
6-thioxanthylic acid,O=P(O)(O)C(O)C1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O,6-thioxanthylic acid,O=P(O)(O)C(O)C1OC(n2cnc3c(S)nc(O)nc32)C(O)C1O,DB00993,train,Parent-Parent Augmented
N-desmethyl enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(N)=O)c(F)c1,N-desmethyl enzalutamide,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(N)=O)c(F)c1,DB08899,train,Parent-Parent Augmented
Betaine,C[N+](C)(C)CC(=O)[O-],Betaine,C[N+](C)(C)CC(=O)[O-],DB06756,train,Parent-Parent Augmented
"Rofecoxib-erythro-3,4-dihydrohydroxy acid",CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,"Rofecoxib-erythro-3,4-dihydrohydroxy acid",CS(=O)(=O)c1ccc(C(CO)C(C(=O)O)c2ccccc2)cc1,DB00533,train,Parent-Parent Augmented
Genz-256416,CC(O)CCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,Genz-256416,CC(O)CCCCCC(=O)NC(CN1CCCC1)C(O)c1ccc2c(c1)OCCO2,DB09039,train,Parent-Parent Augmented
Estradiol benzoate,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,Estradiol benzoate,CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,DB13953,train,Parent-Parent Augmented
Benzoic acid,O=C(O)c1ccccc1,Benzoic acid,O=C(O)c1ccccc1,DB03793,train,Parent-Parent Augmented
Glycopyrronium,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,Glycopyrronium,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,DB00986,train,Parent-Parent Augmented
"3-Hydroxy-2p,3p-dimethoxyflavone",COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,"3-Hydroxy-2p,3p-dimethoxyflavone",COc1cccc(-c2oc3ccccc3c(=O)c2O)c1OC,"3-Hydroxy-2p,3p-dimethoxyflavone",train,Parent-Parent Augmented
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,gefitinib,train,Parent-Parent Augmented
Sacubitril,CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,Sacubitril,CCOC(=O)C(C)CC(Cc1ccc(-c2ccccc2)cc1)NC(=O)CCC(=O)O,DB09292,train,Parent-Parent Augmented
Labetalol Hydroxylated Metabolite (IV),CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1,Labetalol Hydroxylated Metabolite (IV),CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)c(C(N)=O)c1,DB00598,train,Parent-Parent Augmented
Molnupiravir,CC(C)C(=O)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,Molnupiravir,CC(C)C(=O)OCC1OC(n2ccc(=NO)[nH]c2=O)C(O)C1O,DB15661,train,Parent-Parent Augmented
Trichloroethane,CC(Cl)(Cl)Cl,Trichloroethane,CC(Cl)(Cl)Cl,Trichloroethane,train,Parent-Parent Augmented
Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Quercetin,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,Quercitrin,train,Parent-Parent Augmented
Procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1,Procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1,DB00721,train,Parent-Parent Augmented
Doconexent,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,Doconexent,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O,DB03756,train,Parent-Parent Augmented
Indapamide metabolite M1,CC1Cc2cc(O)ccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,Indapamide metabolite M1,CC1Cc2cc(O)ccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,DB00808,train,Parent-Parent Augmented
5’-Deoxy-5-fluorocytidine (5'-DFCR),CC1OC(n2cc(F)c(N)nc2=O)C(O)C1O,5’-Deoxy-5-fluorocytidine (5'-DFCR),CC1OC(n2cc(F)c(N)nc2=O)C(O)C1O,DB01101,train,Parent-Parent Augmented
Oxazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,Oxazepam,OC1=Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,schembl29464,train,Parent-Parent Augmented
Istradefylline,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,Istradefylline,CCn1c(=O)c2c(nc(C=Cc3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,DB11757,train,Parent-Parent Augmented
Losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,Losartan carboxaldehyde,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,DB00678,train,Parent-Parent Augmented
Torasemide M1 (hydroxytorsemide),CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,Torasemide M1 (hydroxytorsemide),CC(C)NC(=O)NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(CO)c1,DB00214,train,Parent-Parent Augmented
M-3,COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1,M-3,COC(=O)C1=C(C)NC(C)=C(C(=O)O)C1c1cccc([N+](=O)[O-])c1,DB09227,train,Parent-Parent Augmented
Lopinavir M3/M4 metabolite(s),Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O,Lopinavir M3/M4 metabolite(s),Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)NC(=O)C(C(C)C)N1CCC(O)NC1=O,DB01601,train,Parent-Parent Augmented
Lumiracoxib metabolite M15,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl,Lumiracoxib metabolite M15,O=C(O)c1ccc2c(c1)CC(=O)N2c1c(F)cccc1Cl,DB01283,train,Parent-Parent Augmented
Ertapenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,Ertapenem,CC(O)C1C(=O)N2C(C(=O)O)=C(SC3CNC(C(=O)Nc4cccc(C(=O)O)c4)C3)C(C)C12,DB00303,train,Parent-Parent Augmented
trovafloxacin,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,trovafloxacin,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,trovafloxacin,train,Parent-Parent Augmented
Oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,Oxymetazoline,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1,DB00935,train,Parent-Parent Augmented
Lumiracoxib metabolite M9,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,Lumiracoxib metabolite M9,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cc(O)cc1Cl,DB01283,train,Parent-Parent Augmented
Vismodegib M1 metabolite,CS(=O)(=O)c1ccc(C(=O)Nc2cc(O)c(Cl)c(-c3ccccn3)c2)c(Cl)c1,Vismodegib M1 metabolite,CS(=O)(=O)c1ccc(C(=O)Nc2cc(O)c(Cl)c(-c3ccccn3)c2)c(Cl)c1,DB08828,train,Parent-Parent Augmented
6-O-methylguanine,COc1nc(N)nc2[nH]cnc12,6-O-methylguanine,COc1nc(N)nc2[nH]cnc12,DB01280,train,Parent-Parent Augmented
pyrazoloacridine,COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,pyrazoloacridine,COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,pyrazoloacridine,train,Parent-Parent Augmented
M2 iptacopan,COc1cc(C)c2[nH]ccc2c1CN1CCC(O)CC1c1ccc(C(=O)O)cc1,M2 iptacopan,COc1cc(C)c2[nH]ccc2c1CN1CCC(O)CC1c1ccc(C(=O)O)cc1,DB16200,train,Parent-Parent Augmented
territrem a,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc2c1OCO2,territrem a,COc1cc(-c2cc3c(c(=O)o2)CC2(O)C(C)(CCC4(O)C(C)(C)C=CC(=O)C42C)O3)cc2c1OCO2,territrem a,train,Parent-Parent Augmented
4-hydroxyethinylestradiol,C#CC1(O)CCC2C3CCc4c(ccc(O)c4O)C3CCC21C,4-hydroxyethinylestradiol,C#CC1(O)CCC2C3CCc4c(ccc(O)c4O)C3CCC21C,DB01357,train,Parent-Parent Augmented
1_2-dibromoethane,BrCCBr,1_2-dibromoethane,BrCCBr,1_2-dibromoethane,train,Parent-Parent Augmented
sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,sulfamerazine,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,sulfamerazine,train,Parent-Parent Augmented
6-Monoacetylmorphine,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,6-Monoacetylmorphine,CC(=O)OC1C=CC2C3Cc4ccc(O)c5c4C2(CCN3C)C1O5,DB01452,train,Parent-Parent Augmented
"5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone",O=C1CCC(Cc2cc(O)c(O)c(O)c2)O1,"5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone",O=C1CCC(Cc2cc(O)c(O)c(O)c2)O1,"5-(3p,4p,5p-Trihydroxyphenyl)-gamma-valerolactone",train,Parent-Parent Augmented
N-Desmethylmianserin,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,N-Desmethylmianserin,c1ccc2c(c1)Cc1ccccc1N1CCNCC21,N-Desmethylmianserin,train,Parent-Parent Augmented
dehydro-aripiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,dehydro-aripiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2[nH]1,DB01238,train,Parent-Parent Augmented
Phenobarbital,CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,Phenobarbital,CCC1(c2ccccc2)C(O)=NC(=O)N=C1O,Phenobarbital,train,Parent-Parent Augmented
58c80,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,58c80,CC(C)(C)C1CCC(C2=C(O)C(=O)c3ccccc3C2=O)CC1,58c80,train,Parent-Parent Augmented
minaprine,Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,minaprine,Cc1cc(-c2ccccc2)n[nH]c1=NCCN1CCOCC1,minaprine,train,Parent-Parent Augmented
Isopropyl myristate,CCCCCCCCCCCCCC(=O)OC(C)C,Isopropyl myristate,CCCCCCCCCCCCCC(=O)OC(C)C,DB13966,train,Parent-Parent Augmented
Famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,Famciclovir,CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,DB00426,train,Parent-Parent Augmented
Chloramphenicol Alcohol,O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,Chloramphenicol Alcohol,O=C(CO)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,DB07565,train,Parent-Parent Augmented
Mitotane β-hydroxylated metabolite,OC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,Mitotane β-hydroxylated metabolite,OC(Cl)(Cl)C(c1ccc(Cl)cc1)c1ccccc1Cl,DB00648,train,Parent-Parent Augmented
